codice;codice_via;nomevia;codviada;nome_via_origine;codice_via_destinazione;nome_via_destinazione;ordinanza;stato;lunghezza;larghezza;codice_utilizzo;duso;tipologia_percorso;codarco1;nomevia1;codarco2;nomevia2;codarco3;nomevia3;codarco4;nomevia4;codarco5;nomevia5;geo_point_2d;geo_shape;tipologia;nomequart
1275;0;;0;;0;;4000/343434;A;123.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.5045316691, 11.3446541514;"{""coordinates"": [[[11.345115970295792, 44.50481621777909], [11.345095863564435, 44.50476055019198], [11.344928057534593, 44.5047886807216], [11.344794608293533, 44.50475187652547], [11.344713503286966, 44.50472199045169], [11.344651272407669, 44.504681858700586], [11.34459147788603, 44.50463379076822], [11.344551005685235, 44.504587288273356], [11.344382873231076, 44.50410641662451], [11.344367730622311, 44.504021578244505]]], ""type"": ""MultiLineString""}";6717;Porto - Saragozza
1276;0;;0;;0;;4000/343434;A;39.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;;;;;;;;;;;44.5040612979, 11.3441281648;"{""coordinates"": [[[11.343888599044048, 44.50410101752966], [11.344367730622311, 44.504021578244505]]], ""type"": ""MultiLineString""}";6718;Porto - Saragozza
1290;28600;VIA DELLA GRADA;50550;VIA RIVA DI RENO;0;;2001/184673;A;195.0;0.0;3002;Ciclabile;corsia ciclabile su strada;6451;VIA DELLA GRADA;9336;VIA DELLA GRADA;9337;VIA DELLA GRADA;;;;;44.4975513503, 11.3299354302;"{""coordinates"": [[[11.33101969501566, 44.4978872043148], [11.330972173304568, 44.49784962722951], [11.330861758318889, 44.49770945686693], [11.330827887833992, 44.497683330873876], [11.330785471120256, 44.497667786235645], [11.330504273266413, 44.49762386537678], [11.32956733867408, 44.49748037529955], [11.328854797150582, 44.497382907977894], [11.328773490734799, 44.497402428581104]]], ""type"": ""MultiLineString""}";2902;Porto - Saragozza
1309;0;;0;;0;;4000/343434;A;718.0;0.0;6708;Percorso naturalistico;pavimentato;1481;PIAZZALE MARIO JACCHIA;9243;VIALE DANTE DRUSIANI;9472;VIALE RINO CRISTIANI;;;;;44.4817994999, 11.3528695958;"{""coordinates"": [[[11.350454342001811, 44.48345561340241], [11.350430059628449, 44.48339365208612], [11.350431073625401, 44.483337210428765], [11.350453910864642, 44.483252125743306], [11.350577383447575, 44.482974567530455], [11.3507571455342, 44.482627692102874], [11.350896347141125, 44.4823876914462], [11.35100926404862, 44.48220175155066], [11.35119842415297, 44.481938007838174], [11.35138777211542, 44.481653329369614], [11.3515426387957, 44.48142213341417], [11.351655536063127, 44.48129053170077], [11.35177932141981, 44.48118455126931], [11.351954277451501, 44.48104462093591], [11.352133632190107, 44.4809327951269], [11.352546369038537, 44.48096481270997], [11.352885070548977, 44.48100721423905], [11.35324947206751, 44.48108330268423], [11.353927900854604, 44.48134475133328], [11.354368160331497, 44.481571843354004], [11.35470084691596, 44.48175363961889], [11.354789950793952, 44.48178049991925], [11.354872817085324, 44.481788916982914], [11.35493320796109, 44.48178597783376], [11.354980052109546, 44.481778258975176], [11.355025144635587, 44.48176607506382], [11.355076152955961, 44.481745123554674], [11.35514735934193, 44.48169772640155], [11.355213453530526, 44.48217525299419], [11.355205380366353, 44.482265497597574], [11.355168992285524, 44.48236361405266], [11.355002013271989, 44.4825922788891], [11.354890217078463, 44.48272236676048], [11.354794876482883, 44.48282017435082]]], ""type"": ""MultiLineString""}";6719;Santo Stefano
1310;25400;VIALE GINO GAMBERINI;18350;VIALE RINO CRISTIANI;29900;PIAZZALE MARIO JACCHIA;4000/343434;A;443.0;0.0;6708;Percorso naturalistico;pavimentato;8967;VIALE GINO GAMBERINI;8969;VIALE GINO GAMBERINI;8970;VIALE GINO GAMBERINI;;;;;44.4804765626, 11.3536976974;"{""coordinates"": [[[11.351748706715723, 44.48088500241875], [11.351945733100512, 44.480699577572366], [11.352116154973348, 44.48053739427617], [11.35225125437487, 44.48042095133411], [11.352528682271375, 44.480211987920455], [11.352715136618707, 44.480114936058385], [11.352912815236293, 44.48003674213155], [11.353016018829928, 44.480005958750965], [11.353310208308393, 44.47994224771986], [11.35353506772023, 44.479927724055564], [11.353729567507024, 44.479934630910144], [11.353897659796518, 44.47996305793214], [11.354047406126513, 44.48002584733675], [11.354186530294486, 44.48011026345115], [11.35429022582141, 44.48018535572843], [11.354389008367281, 44.480270420795314], [11.354594879769866, 44.4804822855367], [11.35478094388379, 44.4807040807877], [11.354952902378665, 44.480975572056536], [11.355099578161553, 44.48123339726222], [11.355220832417698, 44.48151221857803], [11.355223344387761, 44.48155492807404], [11.355223213936098, 44.48159166052463], [11.355201249445534, 44.48163077928672], [11.355186494985363, 44.48165471519043], [11.355161729746644, 44.48168392612252], [11.355143562571687, 44.48170118068629]]], ""type"": ""MultiLineString""}";6719;Santo Stefano
1312;0;;0;;0;;4000/343434;A;119.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.4812097808, 11.3555700651;"{""coordinates"": [[[11.355191582837373, 44.48165621815203], [11.355320055519215, 44.48156992679734], [11.35540088441048, 44.48151792575389], [11.355449136133089, 44.481462725672756], [11.355494028815285, 44.481368877895825], [11.355535458412547, 44.481233803588225], [11.355552502530728, 44.481119881780906], [11.355556296243401, 44.48107979591202], [11.35559003441952, 44.48102231429979], [11.355637263495385, 44.48098649372724], [11.355708011316876, 44.48095276862039], [11.356002588033324, 44.48083698685884]]], ""type"": ""MultiLineString""}";6719;Santo Stefano
1316;61900;VIA SANTE VINCENZI;0;;0;;4000/343434;A;108.0;0.0;3002;Ciclabile;sede propria;9765;VIA SANTE VINCENZI;9796;ROTONDA LEONILDO MARCHESELLI;;;;;;;44.4951961135, 11.3719130533;"{""coordinates"": [[[11.371331888445376, 44.49529734581715], [11.371399497506419, 44.495272484425115], [11.371459553938305, 44.495262402463105], [11.371507821011772, 44.49526280226875], [11.371546739310686, 44.495267788494544], [11.371583132867652, 44.49527721108728], [11.371627710810232, 44.49529491803676], [11.371656806755425, 44.495311432551496], [11.37170116197252, 44.49534195519033], [11.371795465983356, 44.49530640575234], [11.371931799579079, 44.495237883738696], [11.372044083032906, 44.4951852935383], [11.372203456327776, 44.49510498502084], [11.372472642206658, 44.494952446663255]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
450;55950;VIA STALINGRADO;0;;0;;4000/343434;A;131.0;0.0;3002;Ciclabile;corsia ciclabile su strada;7756;VIA STALINGRADO;;;;;;;;;44.5044542823, 11.3538513981;"{""coordinates"": [[[11.353670475613649, 44.50407829041079], [11.35367505099225, 44.50408726495639], [11.35382088197518, 44.504398824375535], [11.35385826696222, 44.504469061259805]], [[11.354002379627872, 44.50476005496568], [11.354088199256386, 44.50493809038714]]], ""type"": ""MultiLineString""}";2902;Navile
451;26360;ROTONDA PIETRO GHERARDINI;0;;0;;4000/343434;A;128.0;0.0;3002;Ciclabile;sede propria;10758;ROTONDA PIETRO GHERARDINI;;;;;;;;;44.4978692712, 11.358279248;"{""coordinates"": [[[11.357487980681618, 44.49798334363936], [11.357798703655856, 44.497937515667125], [11.358246453680795, 44.497873703836845], [11.35877058630764, 44.497798574672586], [11.359070955582775, 44.497758327702954]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
455;0;;0;;0;;4000/343434;A;203.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.5132388817, 11.3991086436;"{""coordinates"": [[[11.400245097970963, 44.51353575304403], [11.40017812231047, 44.513505689749415], [11.399255474799213, 44.513124955856654], [11.399037997790332, 44.51304591777969], [11.398985099500484, 44.51304503950426], [11.397948208962475, 44.5133375854576]]], ""type"": ""MultiLineString""}";6717;San Donato - San Vitale
461;30850;VIA LARGA;0;;0;;4000/343434;A;262.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;7740;VIA LARGA;;;;;;;;;44.5071427402, 11.3966782098;"{""coordinates"": [[[11.396327829009968, 44.508278455984964], [11.396414272330516, 44.508187217458705], [11.396688057149195, 44.50714691962502], [11.396959524024371, 44.505973983413135]]], ""type"": ""MultiLineString""}";6717;San Donato - San Vitale
464;0;;0;;0;;4000/343434;A;78.0;0.0;6709;Itinerario ciclabile;promiscuo veicolare;;;;;;;;;;;44.5028883893, 11.3949169847;"{""coordinates"": [[[11.394539446127622, 44.50293447676933], [11.394596052866788, 44.50291240754344], [11.394840889227622, 44.502834749625386], [11.394938491552608, 44.502803245427565], [11.395021419628685, 44.50279678875353], [11.395054468905556, 44.50280639961035], [11.395104423605803, 44.502885431238816], [11.395151266329627, 44.50296453634571], [11.395159126530144, 44.50300445789876], [11.395069685607615, 44.50306515087318]]], ""type"": ""MultiLineString""}";6721;San Donato - San Vitale
465;0;;0;;0;;4000/343434;A;91.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.5025607584, 11.3943150678;"{""coordinates"": [[[11.394109553919185, 44.50217914810879], [11.394128488236028, 44.50225345335186], [11.394539446127622, 44.50293447676933]]], ""type"": ""MultiLineString""}";6717;San Donato - San Vitale
467;0;;0;;0;;4000/343434;A;335.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4999945216, 11.3923387269;"{""coordinates"": [[[11.39092396167581, 44.49943847502333], [11.391262569813557, 44.49935867685353], [11.391657108246878, 44.49927117815476], [11.39170853080432, 44.499263616440594], [11.391808120705196, 44.49927916998451], [11.391878433122558, 44.49929374904139], [11.391953696405832, 44.499319495888926], [11.39203358722148, 44.49934835579454], [11.39210726474772, 44.49939022061045], [11.392167656328185, 44.49943720408058], [11.392255323191256, 44.49954638084704], [11.392324226281325, 44.49963664752201], [11.392449271225805, 44.49983516912955], [11.39262742366725, 44.50012269637432], [11.393161944742076, 44.50098692077066], [11.393258056658187, 44.50113778763533], [11.393290368055291, 44.501158017850635], [11.393331209031974, 44.50116679361554], [11.393400999758297, 44.501168502617645], [11.393484573338307, 44.501154857683204]]], ""type"": ""MultiLineString""}";2901;San Donato - San Vitale
471;0;;0;;0;;4000/343434;A;64.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.4990716485, 11.3863452544;"{""coordinates"": [[[11.386693628694255, 44.49921478436246], [11.385996880029307, 44.49892851273203]]], ""type"": ""MultiLineString""}";6720;San Donato - San Vitale
482;0;;0;;0;;4000/343434;A;115.0;0.0;3003;Pedonale-Ciclabile;promiscuo ciclopedonale;;;;;;;;;;;44.4707388999, 11.3729592399;"{""coordinates"": [[[11.373493240984544, 44.470396833469565], [11.373214166914774, 44.47056511366828], [11.373005117683762, 44.470697708799115], [11.372799403966646, 44.470841970778324], [11.37243713777689, 44.47109906338801]]], ""type"": ""MultiLineString""}";6717;Savena
485;0;;0;;0;;4000/343434;A;65.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4710226412, 11.3757632509;"{""coordinates"": [[[11.376140572621717, 44.470951113607875], [11.375846353876973, 44.470973357480304], [11.37571527698109, 44.470998251517216], [11.3756192751312, 44.471056678271836], [11.375457202858282, 44.47114872170092], [11.375408724074108, 44.47117043565401]]], ""type"": ""MultiLineString""}";2901;Savena
487;0;;0;;0;;4000/343434;A;886.0;0.0;6708;Percorso naturalistico;sterrato;;;;;;;;;;;44.4665917934, 11.390294828;"{""coordinates"": [[[11.393673641637246, 44.46862436251482], [11.393534729001026, 44.46850194822814], [11.393530918832816, 44.46840756448135], [11.393580283985255, 44.46826892883781], [11.393682235699236, 44.468214630645505], [11.393914987401331, 44.46813285513317], [11.394013967039205, 44.46809107109988], [11.394057951216846, 44.4680628216245], [11.394066343162528, 44.46801287440859], [11.394013500539714, 44.467963527785344], [11.393873405284408, 44.46791906747398], [11.393486416381348, 44.46779445317512], [11.393251357056375, 44.467680994055215], [11.39312797583243, 44.46756060456936], [11.392863012193109, 44.467357944589835], [11.392443523231876, 44.46708792236891], [11.391984471557773, 44.46681880782944], [11.39176839852389, 44.4666910672673], [11.391415036830919, 44.46650807688871], [11.39097538754262, 44.466370123153354], [11.390429686550442, 44.46626903094485], [11.389914050928839, 44.466133778734985], [11.388738241955368, 44.465893859242165], [11.388466060027046, 44.46587218167831], [11.388364526387717, 44.46593881917446], [11.388249092636162, 44.466005738986254], [11.388049844744069, 44.466064452985634], [11.387898410003789, 44.46610231972685], [11.387744228968032, 44.46615761089906], [11.387643249594287, 44.4661547252993], [11.387534713204706, 44.466133575870224], [11.387352030632883, 44.46609100437677], [11.386512202311387, 44.4656418022884], [11.386335884516786, 44.465529668669], [11.386210821803793, 44.46542309813275], [11.38609461314903, 44.465306427922144], [11.386058830043174, 44.46522777591606], [11.386050865853806, 44.46514854960643], [11.386125509963598, 44.46504776015559], [11.38622482525856, 44.46498282826621]]], ""type"": ""MultiLineString""}";6720;Savena
504;0;;0;;0;;4000/343434;A;137.0;0.0;6709;Itinerario ciclabile;promiscuo veicolare;;;;;;;;;;;44.5027527643, 11.2695483375;"{""coordinates"": [[[11.270320464278031, 44.50247236817878], [11.270212493302248, 44.50252247884699], [11.269808422630899, 44.50267151057811], [11.269461320253443, 44.502802028302895], [11.26922216511139, 44.50287302207247], [11.268941652163013, 44.502937961134215], [11.26875842015245, 44.502976551780144]]], ""type"": ""MultiLineString""}";6721;Borgo Panigale - Reno
514;21750;VIA DEL FAGGIOLO;20060;VIA FRANCESCO DE SANCTIS;0;;4000/343434;A;27.0;0.0;6709;Itinerario ciclabile;promiscuo veicolare;5923;VIA DEL FAGGIOLO;;;;;;;;;44.5110738914, 11.283287698;"{""coordinates"": [[[11.283216411463714, 44.510963398330105], [11.283358984488109, 44.51118438441077]]], ""type"": ""MultiLineString""}";6721;Borgo Panigale - Reno
516;21750;VIA DEL FAGGIOLO;59330;VIA TRILUSSA;0;;4000/343434;A;23.0;0.0;6709;Itinerario ciclabile;promiscuo veicolare;6835;VIA DEL FAGGIOLO;;;;;;;;;44.5102315106, 11.2827484059;"{""coordinates"": [[[11.282687620671032, 44.510138280402806], [11.28280919108245, 44.51032474089462]]], ""type"": ""MultiLineString""}";6721;Borgo Panigale - Reno
532;0;;0;;0;;4000/343434;A;79.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5038749282, 11.3032654253;"{""coordinates"": [[[11.303074903801162, 44.50419764903185], [11.303083296608811, 44.50417103370725], [11.303115069339848, 44.5041146331517], [11.303171377301027, 44.50407208825503], [11.303208862059874, 44.50400842611394], [11.303234503883257, 44.50389775807299], [11.303247390944964, 44.50376485061732], [11.303527998555843, 44.50362404876912]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
778;28700;VIA ACHILLE GRANDI;36300;VIA MASACCIO;50150;VIA RINALDO RIGOLA;4000/343434;A;69.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;48;VIA ACHILLE GRANDI;;;;;;;;;44.4936206907, 11.2870921135;"{""coordinates"": [[[11.287506703398812, 44.49353303267037], [11.286677523524919, 44.49370834868542]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
782;0;;0;;0;;4000/343434;A;91.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;;;;;;;;;;;44.4983696903, 11.2897859717;"{""coordinates"": [[[11.289910371991535, 44.49876843754725], [11.289889029148174, 44.498704022019915], [11.289807505481429, 44.49845797202088], [11.289762025073236, 44.4982954812236], [11.289670662035972, 44.497968170053056]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
788;29500;VIA LINO GUCCI;0;;48450;VIA AUGUSTO PULEGA;4000/343434;A;45.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;2495;VIA LINO GUCCI;;;;;;;;;44.4986203913, 11.2927402775;"{""coordinates"": [[[11.292462115956093, 44.49859737233053], [11.292545588655779, 44.498610048020474], [11.292786849116629, 44.49862477344245], [11.2929011204288, 44.49863174782925], [11.293019278986945, 44.498629816256695]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
789;29500;VIA LINO GUCCI;48450;VIA AUGUSTO PULEGA;23650;VIA FERNANDO FORTUZZI;4000/343434;A;28.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;2494;VIA LINO GUCCI;;;;;;;;;44.4986336476, 11.2931926815;"{""coordinates"": [[[11.293019278986945, 44.498629816256695], [11.293215430697646, 44.49863738877991], [11.293366045685293, 44.49863002374742]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
797;41060;VIA PIETRO NENNI;0;;0;;4000/343434;A;200.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;7804;VIA PIETRO NENNI;;;;;;;;;44.4944352453, 11.2947587902;"{""coordinates"": [[[11.29555118738305, 44.49512892464443], [11.295543764281529, 44.49503774432981], [11.294599891065953, 44.49428879520365], [11.293879228315129, 44.49380969548765]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
802;0;;0;;0;;4000/343434;A;194.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.5003230343, 11.2988895445;"{""coordinates"": [[[11.29942015504999, 44.5010961740972], [11.299242290022, 44.50085243803706], [11.299038379093204, 44.50058575455078], [11.298478549310774, 44.49982993800081], [11.298649653945057, 44.49976741879572], [11.298708913157833, 44.49969000791878], [11.298787186701677, 44.499625101061746]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
803;0;;0;;0;;4000/343434;A;148.0;0.0;6708;Percorso naturalistico;pavimentato;;;;;;;;;;;44.5014846621, 11.3005840168;"{""coordinates"": [[[11.301384172726028, 44.50135410757209], [11.301092840125298, 44.50139347669505], [11.301001380859555, 44.501415627537185], [11.300395268618889, 44.501629389385336], [11.300290654288666, 44.50164035466975], [11.30019453103028, 44.501623788867185], [11.300139055756638, 44.5015882551711], [11.29990394361404, 44.501268390125645]]], ""type"": ""MultiLineString""}";6719;Borgo Panigale - Reno
807;0;;0;;0;;4000/343434;A;78.0;0.0;3003;Pedonale-Ciclabile;ciclabile contigua al pedonale;;;;;;;;;;;44.5092754987, 11.3042541985;"{""coordinates"": [[[11.304364443155285, 44.50959061845355], [11.304408793657414, 44.50955199564286], [11.30407698806949, 44.50894848224291]]], ""type"": ""MultiLineString""}";6718;Borgo Panigale - Reno
811;0;;0;;0;;4000/343434;A;311.0;0.0;3002;Ciclabile;sede propria;;;;;;;;;;;44.4987381414, 11.3062383732;"{""coordinates"": [[[11.304600696608, 44.49934207100699], [11.304685426746662, 44.49933882856608], [11.305107143964557, 44.499262884528626], [11.305175304564099, 44.49924629973018], [11.305214867440778, 44.499226849381394], [11.305201347817002, 44.499184585232825], [11.305177069622383, 44.49911021373546], [11.305188315032764, 44.49909469839517], [11.305230383134539, 44.49907859486065], [11.306445480306902, 44.498590968896075], [11.306753852465643, 44.498457178862154], [11.30688594010135, 44.49843240690278], [11.307996746138572, 44.498259336929785]]], ""type"": ""MultiLineString""}";2901;Borgo Panigale - Reno
